vehicle_id,fir_number,reg_number,vehicle_type,make_color
V0001261,FIR-2024-002409,KA42RZ8159,Tempo,Red Hyundai
V0001262,FIR-2025-002410,KA32MB0995,Auto Rickshaw,Maroon Bajaj
V0001263,FIR-2025-002410,KA35XX8947,Car,Maroon Bajaj
V0001264,FIR-2026-002411,KA53NZ0091,Motorcycle,
V0001265,FIR-2025-002414,KA43QR9755,Mini Truck,Black Hyundai
V0001266,FIR-2026-002415,KA14SN8037,Auto Rickshaw,Grey Maruti
V0001267,FIR-2026-002415,KA23IA7611,SUV,
V0001268,FIR-2023-002416,KA20YM6865,Tempo,Red Hero
V0001269,FIR-2025-002418,KA36OQ5139,Motorcycle,Grey TVS
V0001270,FIR-2025-002418,KA36KF8423,Scooter,Maroon Maruti
V0001271,FIR-2026-002419,KA25PA5763,Auto Rickshaw,Grey Honda
V0001272,FIR-2025-002422,KA06EE3788,Motorcycle,Red Honda
V0001273,FIR-2026-002423,KA52LV2543,Auto Rickshaw,Blue TVS
V0001274,FIR-2025-002430,KA23OL1141,Car,Grey Maruti
V0001275,FIR-2023-002432,KA30FB4262,Scooter,Blue Honda
V0001276,FIR-2024-002433,KA15JU6204,Tempo,
V0001277,FIR-2024-002433,KA51UK1621,Mini Truck,Grey Honda
V0001278,FIR-2025-002434,KA51DP0770,Scooter,Blue Honda
V0001279,FIR-2026-002435,KA08BT3366,Mini Truck,Blue Hyundai
V0001280,FIR-2024-002437,KA14NM9569,Scooter,White Honda
V0001281,FIR-2025-002438,KA26GG4088,Motorcycle,Grey Bajaj
V0001282,FIR-2025-002438,KA12ZV4902,Auto Rickshaw,Blue Hero
V0001283,FIR-2026-002439,KA49HU4543,Motorcycle,Blue Hero
V0001284,FIR-2023-002440,KA49HU4543,Mini Truck,Silver Bajaj
V0001285,FIR-2025-002442,KA04BF9828,Mini Truck,Black Maruti
V0001286,FIR-2026-002443,KA41HI7206,SUV,Maroon Bajaj
V0001287,FIR-2023-002444,KA28LU7532,Tempo,Silver Honda
V0001288,FIR-2023-002444,KA16GA2496,Auto Rickshaw,Silver Hero
V0001289,FIR-2024-002445,KA49SF6853,Tempo,Black Bajaj
V0001290,FIR-2023-002448,KA42JW6256,Mini Truck,
V0001291,FIR-2026-002451,KA20YM6865,Car,Silver TVS
V0001292,FIR-2023-002464,KA41HI7206,Scooter,Silver Hyundai
V0001293,FIR-2024-002465,KA23RN6071,Auto Rickshaw,
V0001294,FIR-2025-002466,KA08HA5745,Mini Truck,Silver Honda
V0001295,FIR-2023-002468,KA51SZ0672,Mini Truck,Black Honda
V0001296,FIR-2023-002468,KA16GA2496,Motorcycle,White Hyundai
V0001297,FIR-2023-002472,KA35ON1020,Tempo,
V0001298,FIR-2023-002472,KA16EP1874,Mini Truck,White TVS
V0001299,FIR-2024-002473,KA25RS6588,Auto Rickshaw,Maroon Honda
V0001300,FIR-2026-002475,KA44HE4881,Auto Rickshaw,Black TVS
V0001301,FIR-2023-002480,KA30FB4262,Mini Truck,Blue Hyundai
V0001302,FIR-2024-002481,KA07WY4941,SUV,Maroon Bajaj
V0001303,FIR-2024-002481,KA16GA2496,Motorcycle,Blue Maruti
V0001304,FIR-2026-002483,KA21KY6211,Auto Rickshaw,Grey Hero
V0001305,FIR-2023-002484,KA39FT8574,Car,White TVS
V0001306,FIR-2023-002484,KA38HT3956,Scooter,Grey Maruti
V0001307,FIR-2025-002486,KA17YH5595,Mini Truck,Grey Honda
V0001308,FIR-2026-002487,KA21YO8270,Motorcycle,Maroon TVS
V0001309,FIR-2026-002487,KA05WJ3841,Tempo,Maroon Hero
V0001310,FIR-2024-002489,KA11WO1770,Scooter,Silver Hero
V0001311,FIR-2024-002493,KA50LF9926,Motorcycle,
V0001312,FIR-2025-002494,KA29ID8175,Scooter,Silver Honda
V0001313,FIR-2025-002494,KA30RA6412,Motorcycle,
V0001314,FIR-2024-002497,KA34HL2910,SUV,
V0001315,FIR-2023-002500,KA35XX8947,SUV,Silver Bajaj
V0001316,FIR-2023-002500,KA09SI9443,Car,Black Bajaj
V0001317,FIR-2023-002504,KA26TL6402,Motorcycle,White Hero
V0001318,FIR-2024-002505,KA12SQ2866,Motorcycle,
V0001319,FIR-2025-002506,KA05NN5421,Motorcycle,Maroon Hyundai
V0001320,FIR-2025-002506,KA05QU5590,Car,Blue Hyundai
V0001321,FIR-2026-002507,KA21PL2991,SUV,White Honda
V0001322,FIR-2024-002509,KA30NX9707,SUV,
V0001323,FIR-2025-002510,KA46NI9748,Auto Rickshaw,Grey TVS
V0001324,FIR-2025-002510,KA15PX6289,Tempo,
V0001325,FIR-2023-002512,KA30FB4262,Scooter,Maroon Hero
V0001326,FIR-2024-002513,KA44TZ1983,Scooter,White Hyundai
V0001327,FIR-2025-002514,KA39XC0727,Auto Rickshaw,Grey Hero
V0001328,FIR-2026-002515,KA27OR0261,Tempo,Blue TVS
V0001329,FIR-2023-002516,KA33KS0169,SUV,White Maruti
V0001330,FIR-2024-002517,KA41ZT8604,SUV,Black Hyundai
V0001331,FIR-2024-002517,KA23ZW1251,Auto Rickshaw,Black TVS
V0001332,FIR-2026-002519,KA36DH5856,SUV,White Honda
V0001333,FIR-2024-002521,KA04LH1124,Tempo,
V0001334,FIR-2024-002521,KA18KK8849,Motorcycle,Grey Honda
V0001335,FIR-2023-002524,KA50FJ1771,Mini Truck,
V0001336,FIR-2025-002526,KA31WD5167,Auto Rickshaw,Black Honda
V0001337,FIR-2026-002527,KA34CT9924,Tempo,Red Maruti
V0001338,FIR-2024-002529,KA16PB6340,SUV,Silver Hyundai
V0001339,FIR-2025-002530,KA06EE3788,Tempo,
V0001340,FIR-2025-002530,KA40ZR7921,SUV,White TVS
V0001341,FIR-2023-002532,KA46WM8099,Auto Rickshaw,Blue Bajaj
V0001342,FIR-2023-002536,KA14NA6108,Auto Rickshaw,Maroon Honda
V0001343,FIR-2024-002537,KA35VK5501,Motorcycle,Silver Bajaj
V0001344,FIR-2025-002538,KA30BR4082,Auto Rickshaw,Grey Hyundai
V0001345,FIR-2026-002539,KA18KH1419,Auto Rickshaw,Silver Hero
V0001346,FIR-2023-002540,KA49YD6965,SUV,Maroon Hero
V0001347,FIR-2023-002540,KA47PV3178,Auto Rickshaw,
V0001348,FIR-2025-002542,KA13VC0248,SUV,Blue Bajaj
V0001349,FIR-2026-002543,KA35ON1020,SUV,Maroon Hyundai
V0001350,FIR-2023-002544,KA21VQ8206,Auto Rickshaw,
V0001351,FIR-2026-002547,KA46WM8099,Auto Rickshaw,Red Maruti
V0001352,FIR-2023-002548,KA25YH8226,Auto Rickshaw,
V0001353,FIR-2023-002548,KA08OE7612,Auto Rickshaw,Red Hero
V0001354,FIR-2024-002549,KA08AH3453,Auto Rickshaw,Grey Bajaj
V0001355,FIR-2026-002551,KA17TB7510,SUV,
V0001356,FIR-2024-002553,KA04II2767,Scooter,Blue Maruti
V0001357,FIR-2026-002555,KA14WV3797,Scooter,Red Hero
V0001358,FIR-2024-002557,KA51SZ0672,Mini Truck,
V0001359,FIR-2024-002557,KA41CU7689,Motorcycle,
V0001360,FIR-2025-002558,KA49EE2065,Motorcycle,Blue Honda
V0001361,FIR-2026-002559,KA30LU6975,Car,Red Maruti
V0001362,FIR-2025-002562,KA37GO4198,Motorcycle,Grey Hero
V0001363,FIR-2026-002563,KA06EE3788,Motorcycle,Grey Maruti
V0001364,FIR-2026-002563,KA02EV2092,Scooter,Blue Maruti
V0001365,FIR-2024-002565,KA47FO2091,Car,White Hyundai
V0001366,FIR-2024-002565,KA15ET7893,Car,White Hero
V0001367,FIR-2025-002566,KA37GO4198,Mini Truck,Blue Bajaj
V0001368,FIR-2023-002568,KA01NP1729,Mini Truck,Grey Hero
V0001369,FIR-2024-002569,KA37ZX2658,SUV,Black Honda
V0001370,FIR-2025-002570,KA35XX8947,SUV,
V0001371,FIR-2025-002570,KA16EP1874,Tempo,White TVS
V0001372,FIR-2026-002575,KA07RY2250,Scooter,Black Bajaj
V0001373,FIR-2024-002577,KA45KK0463,Tempo,Black Bajaj
V0001374,FIR-2024-002577,KA29YX5799,Motorcycle,Grey Hyundai
V0001375,FIR-2023-002580,KA34FZ4461,Motorcycle,Maroon Honda
V0001376,FIR-2024-002581,KA05QU5590,Auto Rickshaw,Black Maruti
V0001377,FIR-2023-002584,KA47ZO1968,Tempo,Blue Honda
V0001378,FIR-2023-002584,KA35ON1020,Car,Grey Hero
V0001379,FIR-2025-002586,KA49YD6965,Tempo,Red Bajaj
V0001380,FIR-2025-002586,KA34XU9753,Scooter,Red Hero
V0001381,FIR-2024-002589,KA50NF4831,Car,
V0001382,FIR-2025-002590,KA26QI3547,Auto Rickshaw,Grey Maruti
V0001383,FIR-2025-002590,KA30BR4082,Scooter,Maroon TVS
V0001384,FIR-2026-002591,KA12JM2569,Auto Rickshaw,
V0001385,FIR-2025-002594,KA26FZ2384,SUV,Maroon Bajaj
V0001386,FIR-2023-002596,KA06PH6282,Scooter,Maroon Honda
V0001387,FIR-2025-002598,KA25KG7449,Tempo,Silver Bajaj
V0001388,FIR-2024-002601,KA33EN4218,Car,White TVS
V0001389,FIR-2025-002602,KA51LO6647,Tempo,
V0001390,FIR-2026-002607,KA18KK8849,Motorcycle,
V0001391,FIR-2025-002610,KA29MA0540,Car,Red TVS
V0001392,FIR-2026-002611,KA26HE0090,SUV,Maroon Hero
V0001393,FIR-2025-002614,KA16YV3868,Tempo,Blue TVS
V0001394,FIR-2025-002618,KA38AJ9433,Car,
V0001395,FIR-2024-002621,KA36DV0171,Scooter,
V0001396,FIR-2024-002621,KA45AY9432,Mini Truck,
V0001397,FIR-2025-002622,KA24FW0774,SUV,Grey Bajaj
V0001398,FIR-2026-002623,KA25PA5763,Auto Rickshaw,
V0001399,FIR-2026-002627,KA09TV0895,Car,
V0001400,FIR-2026-002627,KA34AD7532,Car,Maroon Bajaj
V0001401,FIR-2023-002628,KA43YI1946,Tempo,Blue TVS
V0001402,FIR-2026-002631,KA52TH7999,SUV,
V0001403,FIR-2024-002633,KA48PO4246,Car,White TVS
V0001404,FIR-2024-002637,KA52TH7999,Motorcycle,Maroon Honda
V0001405,FIR-2025-002638,KA46HA3913,Mini Truck,Silver Bajaj
V0001406,FIR-2023-002644,KA27RS4709,Auto Rickshaw,Blue Hero
V0001407,FIR-2025-002646,KA53IM3065,Motorcycle,Grey Maruti
V0001408,FIR-2025-002646,KA14DC8983,SUV,Silver Bajaj
V0001409,FIR-2026-002647,KA27IV1253,Tempo,Silver Bajaj
V0001410,FIR-2024-002649,KA30BR4082,Mini Truck,
V0001411,FIR-2024-002649,KA44TZ1983,Scooter,Maroon TVS
V0001412,FIR-2026-002651,KA11HX1821,Tempo,Grey Bajaj
V0001413,FIR-2026-002651,KA21KY6211,Auto Rickshaw,Red TVS
V0001414,FIR-2025-002658,KA05WJ3841,SUV,Blue Hyundai
V0001415,FIR-2023-002668,KA39ZL8816,Auto Rickshaw,Black Honda
V0001416,FIR-2025-002670,KA38SV0444,Scooter,Grey Hero
V0001417,FIR-2026-002671,KA30FB4262,SUV,
V0001418,FIR-2024-002681,KA04LH1124,Tempo,
V0001419,FIR-2024-002681,KA25PA5763,Auto Rickshaw,Black Hyundai
V0001420,FIR-2025-002682,KA38QH2308,Motorcycle,Black Hyundai
V0001421,FIR-2026-002683,KA02IW2768,Auto Rickshaw,
V0001422,FIR-2026-002683,KA22CZ6686,Mini Truck,Maroon Maruti
V0001423,FIR-2024-002689,KA25BE6594,Motorcycle,Maroon Bajaj
V0001424,FIR-2024-002689,KA11CG3343,Car,Blue TVS
V0001425,FIR-2023-002692,KA31NI0124,Tempo,Maroon Honda
V0001426,FIR-2024-002693,KA06NE2320,Scooter,Blue Bajaj
V0001427,FIR-2025-002698,KA15IN7956,Auto Rickshaw,Blue Bajaj
V0001428,FIR-2026-002699,KA31SC8475,Mini Truck,Blue Hyundai
V0001429,FIR-2023-002700,KA35PR2020,Motorcycle,Red Hero
V0001430,FIR-2024-002701,KA26KP8775,Scooter,Grey TVS
V0001431,FIR-2026-002703,KA35ON1020,Mini Truck,Maroon Hero
V0001432,FIR-2024-002713,KA05UM0531,Car,Red Maruti
V0001433,FIR-2024-002717,KA14SW8342,Car,Maroon Maruti
V0001434,FIR-2024-002717,KA31BW3626,SUV,Red Bajaj
V0001435,FIR-2025-002718,KA27SB9274,Tempo,
V0001436,FIR-2025-002718,KA41PL4858,Mini Truck,Black Hyundai
V0001437,FIR-2023-002724,KA39XW1876,Tempo,White Maruti
V0001438,FIR-2025-002726,KA09JU9389,Auto Rickshaw,Grey Bajaj
V0001439,FIR-2025-002726,KA50YQ7939,Motorcycle,Red TVS
V0001440,FIR-2026-002727,KA44TZ1983,Mini Truck,
V0001441,FIR-2026-002727,KA16MR0775,Tempo,Maroon Maruti
V0001442,FIR-2024-002729,KA38SV0444,Tempo,Red Bajaj
V0001443,FIR-2025-002730,KA28LU7532,Motorcycle,Red Hyundai
V0001444,FIR-2025-002730,KA21YO8270,Car,
V0001445,FIR-2026-002731,KA36DM1597,Tempo,White Honda
V0001446,FIR-2023-002736,KA23LL0555,Motorcycle,Maroon TVS
V0001447,FIR-2024-002737,KA50UB0508,Auto Rickshaw,White Maruti
V0001448,FIR-2026-002739,KA10FM6845,Car,
V0001449,FIR-2026-002743,KA26HE0090,SUV,Blue Maruti
V0001450,FIR-2026-002743,KA21YO8270,Tempo,Grey Bajaj
V0001451,FIR-2023-002744,KA25PA5763,Tempo,Black Hyundai
V0001452,FIR-2024-002745,KA11EH5429,Scooter,Grey Hero
V0001453,FIR-2025-002750,KA38CA0579,Car,Blue Maruti
V0001454,FIR-2024-002757,KA17DJ6002,Scooter,White Bajaj
V0001455,FIR-2025-002758,KA50YQ7939,SUV,Blue Maruti
V0001456,FIR-2025-002758,KA07IJ9943,Car,White Bajaj
V0001457,FIR-2023-002760,KA07PQ3703,Auto Rickshaw,Grey TVS
V0001458,FIR-2024-002761,KA33JR9248,SUV,Grey Hyundai
V0001459,FIR-2024-002761,KA39XW1876,Mini Truck,Silver TVS
V0001460,FIR-2026-002763,KA11IX5933,Motorcycle,Maroon Hero
V0001461,FIR-2024-002765,KA26HE0090,Scooter,
V0001462,FIR-2025-002766,KA31LW7811,Auto Rickshaw,Blue TVS
V0001463,FIR-2025-002766,KA08OE7612,Motorcycle,Grey Hero
V0001464,FIR-2023-002768,KA14OP4053,SUV,
V0001465,FIR-2026-002771,KA07WY4941,Auto Rickshaw,Red TVS
V0001466,FIR-2023-002772,KA30FB4262,Auto Rickshaw,Black Hero
V0001467,FIR-2025-002774,KA29MV2207,Scooter,White Bajaj
V0001468,FIR-2023-002776,KA16DR8292,Car,Black Maruti
V0001469,FIR-2026-002779,KA30PU2691,Auto Rickshaw,Blue Honda
V0001470,FIR-2024-002781,KA37GO4198,Tempo,Black Honda
V0001471,FIR-2026-002783,KA50YQ7939,Motorcycle,Black Hyundai
V0001472,FIR-2026-002783,KA45BM8008,Auto Rickshaw,Blue Hero
V0001473,FIR-2026-002787,KA50FJ1771,Auto Rickshaw,Grey Bajaj
V0001474,FIR-2026-002787,KA50FJ1771,Mini Truck,Silver Honda
V0001475,FIR-2024-002789,KA32PE2234,Auto Rickshaw,Red Honda
V0001476,FIR-2023-002792,KA43WI6057,Auto Rickshaw,
V0001477,FIR-2025-002794,KA50FJ1771,Auto Rickshaw,Grey Honda
V0001478,FIR-2026-002795,KA41HI7206,SUV,Grey Maruti
V0001479,FIR-2023-002800,KA39HM7748,Auto Rickshaw,White Hero
V0001480,FIR-2025-002802,KA25KG7449,SUV,
V0001481,FIR-2023-002804,KA03XE5140,Tempo,Red Honda
V0001482,FIR-2023-002808,KA24KL4549,Mini Truck,
V0001483,FIR-2025-002810,KA30FB4262,Car,Red Maruti
V0001484,FIR-2025-002810,KA50HP5720,Motorcycle,Blue Hyundai
V0001485,FIR-2024-002813,KA38SV0444,Scooter,
V0001486,FIR-2024-002813,KA50QT4117,Tempo,Maroon Maruti
V0001487,FIR-2025-002814,KA44TZ1983,Tempo,Silver Maruti
V0001488,FIR-2026-002815,KA51FE3704,Scooter,Silver Hero
V0001489,FIR-2026-002815,KA37GO4198,Motorcycle,Black Honda
V0001490,FIR-2023-002816,KA39XW1876,Motorcycle,Grey Bajaj
V0001491,FIR-2023-002816,KA26DZ3027,Scooter,Blue Maruti
V0001492,FIR-2025-002818,KA18MT4012,SUV,
V0001493,FIR-2026-002819,KA48PO4246,Tempo,White Hero
V0001494,FIR-2023-002820,KA40EW1728,Auto Rickshaw,Blue Honda
V0001495,FIR-2024-002821,KA12QJ4824,Scooter,
V0001496,FIR-2025-002822,KA31FV3117,Tempo,Silver Bajaj
V0001497,FIR-2026-002827,KA30FB4262,Scooter,
V0001498,FIR-2025-002830,KA23RN6071,SUV,
V0001499,FIR-2026-002831,KA27UX1626,Motorcycle,White Maruti
V0001500,FIR-2023-002832,KA17HN4776,Mini Truck,Silver Bajaj
V0001501,FIR-2023-002832,KA27RG2492,Car,
V0001502,FIR-2026-002835,KA46WM8099,Mini Truck,White Maruti
V0001503,FIR-2026-002835,KA29NT9046,Mini Truck,Red Maruti
V0001504,FIR-2023-002836,KA38SV0444,Motorcycle,
V0001505,FIR-2024-002837,KA51AP6172,Mini Truck,Red Honda
V0001506,FIR-2025-002838,KA30BR4082,Auto Rickshaw,
V0001507,FIR-2026-002839,KA08VJ6465,Mini Truck,
V0001508,FIR-2023-002840,KA48HQ4939,Mini Truck,Blue Honda
V0001509,FIR-2024-002841,KA50YT8411,SUV,White TVS
V0001510,FIR-2025-002842,KA49HU4543,SUV,Black Hyundai
V0001511,FIR-2026-002843,KA21KY6211,Mini Truck,Silver Bajaj
V0001512,FIR-2023-002844,KA05WJ3841,Motorcycle,Maroon Bajaj
V0001513,FIR-2024-002845,KA26HE0090,Scooter,White Hero
V0001514,FIR-2024-002845,KA51SJ7264,Tempo,Red Honda
V0001515,FIR-2026-002847,KA49YD6965,Mini Truck,White Hyundai
V0001516,FIR-2025-002850,KA15FZ8486,Scooter,White Bajaj
V0001517,FIR-2025-002850,KA41HI7206,Car,Black Hero
V0001518,FIR-2026-002851,KA30NX9707,Mini Truck,Red Maruti
V0001519,FIR-2024-002857,KA13FY0348,Mini Truck,Red TVS
V0001520,FIR-2025-002858,KA50UB0508,Car,Grey TVS
V0001521,FIR-2026-002859,KA06QJ8911,Scooter,Silver Hyundai
V0001522,FIR-2026-002859,KA18YN4133,Scooter,
V0001523,FIR-2025-002862,KA42KG7692,Auto Rickshaw,
V0001524,FIR-2026-002863,KA25AD7316,Scooter,Grey Honda
V0001525,FIR-2025-002866,KA36ET4757,Scooter,Blue Maruti
V0001526,FIR-2025-002866,KA01NP1729,Motorcycle,Maroon Bajaj
V0001527,FIR-2026-002867,KA12RM0172,Scooter,Silver Bajaj
V0001528,FIR-2026-002867,KA38AJ9433,Scooter,Blue Hyundai
V0001529,FIR-2023-002868,KA31YC7541,Auto Rickshaw,Black Bajaj
V0001530,FIR-2024-002869,KA41XI1469,Auto Rickshaw,Silver TVS
V0001531,FIR-2024-002869,KA18FV8562,Tempo,Maroon Maruti
V0001532,FIR-2026-002871,KA06LQ1121,SUV,
V0001533,FIR-2026-002871,KA52PP1049,Motorcycle,Blue TVS
V0001534,FIR-2023-002872,KA21JK0137,Tempo,Silver Honda
V0001535,FIR-2024-002873,KA43GL7114,Car,White TVS
V0001536,FIR-2024-002873,KA50YQ7939,Tempo,
V0001537,FIR-2025-002874,KA27VX9089,Tempo,White Maruti
V0001538,FIR-2023-002876,KA25KG7449,Auto Rickshaw,Blue Maruti
V0001539,FIR-2024-002877,KA27VI8555,Auto Rickshaw,White Honda
V0001540,FIR-2025-002878,KA44MM3249,Auto Rickshaw,Maroon Bajaj
V0001541,FIR-2025-002878,KA30FB4262,Car,Maroon Hyundai
V0001542,FIR-2026-002879,KA05AT7889,Auto Rickshaw,Maroon Hyundai
V0001543,FIR-2023-002884,KA51SZ0672,Scooter,Black Maruti
V0001544,FIR-2023-002884,KA17AK7101,Tempo,Red Maruti
V0001545,FIR-2024-002885,KA08VD3007,Car,Red Hero
V0001546,FIR-2024-002885,KA18KH1419,SUV,Grey TVS
V0001547,FIR-2026-002887,KA28UJ1261,SUV,Red Hero
V0001548,FIR-2024-002889,KA52TH7999,Scooter,Silver Maruti
V0001549,FIR-2023-002892,KA10OH4169,Tempo,
V0001550,FIR-2025-002898,KA07FK8128,Auto Rickshaw,Black Hyundai
V0001551,FIR-2026-002899,KA47FO2091,Car,Blue Honda
V0001552,FIR-2026-002903,KA21KY6211,Tempo,Silver Maruti
V0001553,FIR-2026-002903,KA18OH7613,Tempo,Silver Honda
V0001554,FIR-2025-002906,KA06PA8837,Tempo,
V0001555,FIR-2026-002907,KA50NV5176,Tempo,
V0001556,FIR-2024-002913,KA02YM3817,Car,Grey Maruti
V0001557,FIR-2024-002913,KA04ID5731,Scooter,Grey Hyundai
V0001558,FIR-2025-002914,KA37GO4198,SUV,White Maruti
V0001559,FIR-2026-002915,KA01JS5085,Motorcycle,White Hero
V0001560,FIR-2024-002917,KA21DO4004,Car,Silver Bajaj
V0001561,FIR-2025-002918,KA31TV7531,Scooter,Grey TVS
V0001562,FIR-2026-002919,KA52AW6284,Tempo,Silver TVS
V0001563,FIR-2023-002920,KA44TZ1983,Car,Red TVS
V0001564,FIR-2023-002920,KA04HF9628,Scooter,White Hero
V0001565,FIR-2023-002924,KA42QB6983,SUV,Grey Bajaj
V0001566,FIR-2023-002924,KA16NE2297,Motorcycle,Maroon Hero
V0001567,FIR-2024-002925,KA51KB3073,Scooter,Silver Bajaj
V0001568,FIR-2024-002933,KA48PO4246,Car,White TVS
V0001569,FIR-2026-002935,KA18KH1419,Car,Blue Honda
V0001570,FIR-2023-002940,KA29DZ9719,Auto Rickshaw,Blue Honda
V0001571,FIR-2024-002941,KA31YZ6671,SUV,
V0001572,FIR-2026-002943,KA05NN5421,Tempo,Blue TVS
V0001573,FIR-2026-002943,KA23RN6071,Tempo,White TVS
V0001574,FIR-2023-002944,KA43QR9755,Mini Truck,Grey Honda
V0001575,FIR-2024-002945,KA23RN6071,Motorcycle,Blue TVS
V0001576,FIR-2025-002946,KA20YM6865,Scooter,Blue Bajaj
V0001577,FIR-2025-002946,KA53EP5266,Scooter,Black Bajaj
V0001578,FIR-2026-002947,KA04MF5808,Car,Red Bajaj
V0001579,FIR-2026-002947,KA18KK8849,Tempo,
V0001580,FIR-2024-002949,KA05QU5590,Auto Rickshaw,Maroon Maruti
V0001581,FIR-2025-002950,KA42CH1401,SUV,Red Honda
V0001582,FIR-2023-002952,KA51SZ0672,Tempo,Blue Bajaj
V0001583,FIR-2025-002954,KA18YN4133,Motorcycle,Silver Hyundai
V0001584,FIR-2023-002956,KA18KK8849,SUV,Red TVS
V0001585,FIR-2023-002956,KA05NN5421,Motorcycle,Maroon Maruti
V0001586,FIR-2023-002960,KA01NP1729,Scooter,Black TVS
V0001587,FIR-2025-002966,KA42VL9716,Motorcycle,Blue Hero
V0001588,FIR-2024-002969,KA42SH3448,Mini Truck,Black Hero
V0001589,FIR-2025-002970,KA38SV0444,Car,
V0001590,FIR-2026-002971,KA50UR8168,Tempo,Maroon TVS
V0001591,FIR-2026-002971,KA21UW1923,Motorcycle,Blue TVS
V0001592,FIR-2023-002972,KA33HC4000,Motorcycle,Blue Hyundai
V0001593,FIR-2024-002973,KA05NN5421,Car,Blue Honda
V0001594,FIR-2024-002973,KA06UN2223,Mini Truck,Silver TVS
V0001595,FIR-2023-002980,KA06PA8837,SUV,Red Honda
V0001596,FIR-2024-002981,KA14NM9569,Tempo,Maroon Honda
V0001597,FIR-2024-002981,KA47ZZ8233,Car,
V0001598,FIR-2023-002984,KA06LR0665,Mini Truck,
V0001599,FIR-2024-002985,KA06UN2223,Motorcycle,Silver Hyundai
V0001600,FIR-2024-002989,KA50UB0508,Motorcycle,Blue Maruti
V0001601,FIR-2025-002990,KA39XW1876,Car,Silver TVS
V0001602,FIR-2026-002991,KA15IN7956,Motorcycle,
V0001603,FIR-2026-002991,KA50YQ7939,Mini Truck,Red Hyundai
V0001604,FIR-2023-002992,KA43QR9755,Tempo,Blue Hero
V0001605,FIR-2024-002997,KA37GO4198,Mini Truck,Grey TVS
V0001606,FIR-2026-002999,KA30HU2223,Auto Rickshaw,Maroon Maruti
V0001607,FIR-2026-002999,KA51SZ0672,Tempo,
V0001608,FIR-2023-003000,KA10RO8039,Motorcycle,Silver Hero
V0001609,FIR-2023-003008,KA01NP1729,Mini Truck,Grey Honda
V0001610,FIR-2023-003008,KA04LH1124,Auto Rickshaw,Maroon Hero
V0001611,FIR-2026-003015,KA37GO4198,Car,Red TVS
V0001612,FIR-2024-003017,KA44FE2458,Tempo,Silver TVS
V0001613,FIR-2024-003017,KA50YQ7939,Car,Maroon Maruti
V0001614,FIR-2025-003018,KA39GN8898,Tempo,Red TVS
V0001615,FIR-2026-003023,KA33SQ5530,Tempo,Grey TVS
V0001616,FIR-2023-003024,KA34PZ5459,Tempo,
V0001617,FIR-2023-003024,KA03QE9439,Tempo,
V0001618,FIR-2025-003026,KA21KY6211,Motorcycle,Grey Maruti
V0001619,FIR-2024-003029,KA28QA6841,Auto Rickshaw,Maroon Bajaj
V0001620,FIR-2025-003030,KA12XF2341,Tempo,Maroon Hero
V0001621,FIR-2026-003031,KA38AJ9433,Auto Rickshaw,
V0001622,FIR-2023-003036,KA07WY4941,Motorcycle,
V0001623,FIR-2023-003036,KA28RO2607,Scooter,Red TVS
V0001624,FIR-2024-003037,KA28LU7532,Tempo,White Maruti
V0001625,FIR-2026-003043,KA08OE7612,Car,
V0001626,FIR-2026-003043,KA50HH8022,Auto Rickshaw,Red Bajaj
V0001627,FIR-2023-003048,KA48PO4246,Scooter,Blue Honda
V0001628,FIR-2024-003049,KA07WY4941,Mini Truck,Maroon Hyundai
V0001629,FIR-2024-003049,KA06UN2223,Auto Rickshaw,
V0001630,FIR-2025-003054,KA38SV0444,Scooter,White Hyundai
V0001631,FIR-2023-003060,KA20HT1777,Motorcycle,Blue Honda
V0001632,FIR-2026-003063,KA41UZ9161,Tempo,Maroon TVS
V0001633,FIR-2024-003073,KA33LP0862,Mini Truck,Maroon Honda
V0001634,FIR-2026-003075,KA18KH1419,Auto Rickshaw,Silver Maruti
V0001635,FIR-2023-003084,KA39IP4729,Car,White Maruti
V0001636,FIR-2024-003085,KA21LZ1566,Mini Truck,Black Maruti
V0001637,FIR-2023-003088,KA05QU5590,Tempo,White TVS
V0001638,FIR-2024-003089,KA06PA8837,Motorcycle,White Hero
V0001639,FIR-2026-003091,KA21KY6211,Car,Silver TVS
V0001640,FIR-2026-003095,KA18OH7613,Scooter,Silver Bajaj
V0001641,FIR-2026-003095,KA33FT5433,Mini Truck,
V0001642,FIR-2023-003096,KA49HU4543,SUV,Black Honda
V0001643,FIR-2024-003097,KA25PA5763,Mini Truck,Blue Honda
V0001644,FIR-2023-003100,KA36KO6932,Auto Rickshaw,Silver TVS
V0001645,FIR-2023-003100,KA10RR5512,Mini Truck,Maroon Hero
V0001646,FIR-2024-003101,KA30NX9707,Car,Red Bajaj
V0001647,FIR-2025-003102,KA23RN6071,Car,Grey TVS
V0001648,FIR-2026-003103,KA42TF9216,Car,
V0001649,FIR-2025-003106,KA06PA8837,Car,White Maruti
V0001650,FIR-2026-003107,KA04GC0727,Auto Rickshaw,Red Bajaj
V0001651,FIR-2026-003107,KA18DP3431,Car,Maroon Hyundai
V0001652,FIR-2023-003108,KA21YO8270,Tempo,
V0001653,FIR-2023-003108,KA29XJ8528,Car,Maroon Hero
V0001654,FIR-2025-003110,KA26TK8025,Car,White Honda
V0001655,FIR-2025-003110,KA39XW1876,Motorcycle,Grey Hero
