fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIR-2026-000695,Bengaluru City,Bengaluru East PS,Burglary,Property,4,12.973294,77.592269,8760145b4ffffff,8860145b49fffff,8960145b48fffff,2025-10-26T02:32:00,2025-10-26T15:16:00,2,6,"back door pried open, almirah emptied, night-time entry","Complainant reports that back door pried open, almirah emptied, night-time entry. Reported at Bengaluru City.",ChargeSheeted,1,1,315700.0,,demo-synthetic
FIR-2023-000696,Bengaluru City,Bengaluru Lake PS,Vehicle Theft,Property,3,12.937458,77.542372,8760145a0ffffff,8860145a01fffff,8960145a017ffff,2025-05-29T00:47:00,2025-05-29T05:20:00,0,3,"master key used, car taken from parking lot, near railway station","The victim states that master key used, car taken from parking lot, near railway station. Reported at Bengaluru City.",Open,1,1,583600.0,,demo-synthetic
FIR-2024-000697,Gadag,Gadag West PS,Vehicle Theft,Property,3,15.416894,75.617459,8760ac719ffffff,8860ac7197fffff,8960ac7192bffff,2023-08-05T01:17:00,2023-08-05T14:12:00,1,5,"master key used, vehicle parts stripped, from apartment basement","Investigation reveals that master key used, vehicle parts stripped, from apartment basement. Reported at Gadag.",Closed,1,1,131900.0,,demo-synthetic
FIR-2025-000698,Dakshina Kannada,Dakshina West PS,Robbery,Property,4,12.871609,75.248701,876011075ffffff,8860110755fffff,89601107553ffff,2025-08-10T00:53:00,2025-08-10T02:13:00,0,6,"threatened with weapon, wallet snatched, victim assaulted","As per the FIR, threatened with weapon, wallet snatched, victim assaulted. Reported at Dakshina Kannada.",ChargeSheeted,1,1,228700.0,Wooden stick,demo-synthetic
FIR-2026-000699,Bengaluru City,Bengaluru South PS,Kidnapping,Violent,4,12.981172,77.548464,8760145b1ffffff,8860145b1bfffff,8960145b1abffff,2025-01-11T08:03:00,2025-01-11T09:04:00,8,5,"lured with false promise, ransom demanded, fled across district border","The victim states that lured with false promise, ransom demanded, fled across district border. Reported at Bengaluru City.",Closed,1,1,,Sickle,demo-synthetic
FIR-2023-000700,Bengaluru City,Bengaluru City PS,Online Financial Fraud,Cybercrime,3,12.974693,77.601559,8760145b4ffffff,88618925a7fffff,8960145b4d3ffff,2026-01-23T00:46:00,2026-01-25T01:41:00,0,4,"remote-access app installed, OTP shared by victim, withdrawn from distant ATM","Complainant reports that remote-access app installed, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",Open,2,6,511000.0,,demo-synthetic
FIR-2024-000701,Vijayapura,Vijayapura South PS,Murder,Violent,5,16.819127,75.710747,8760aad06ffffff,8860aad061fffff,8960aad060bffff,2023-09-10T02:54:00,2023-09-10T06:01:00,2,6,"ambushed victim, shot at close range, body found in field","On the date of incident, ambushed victim, shot at close range, body found in field. Reported at Vijayapura.",Closed,1,1,,,demo-synthetic
FIR-2025-000702,Bengaluru City,Bengaluru Industrial Area PS,Excise / Illicit Liquor,Narcotics,2,12.956131,77.569099,8760145a6ffffff,8860145a65fffff,8960145a643ffff,2024-11-16T13:47:00,2024-11-16T15:14:00,13,5,"tip-off received, ID liquor cartons recovered, unit destroyed","The victim states that tip-off received, ID liquor cartons recovered, unit destroyed. Reported at Bengaluru City.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2026-000703,Dakshina Kannada,Dakshina Market PS,Assault,Violent,3,12.917694,75.249413,876011072ffffff,8860110727fffff,8960110727bffff,2025-05-11T20:07:00,2025-05-12T20:30:00,20,6,"sudden quarrel escalated, hit with blunt object, alcohol involved","The victim states that sudden quarrel escalated, hit with blunt object, alcohol involved. Reported at Dakshina Kannada.",Closed,1,3,,Wooden stick,demo-synthetic
FIR-2023-000704,Bengaluru City,Bengaluru Industrial Area PS,Assault,Violent,4,13.070015,77.619199,8761892caffffff,8861892cadfffff,8961892cadbffff,2025-08-06T08:51:00,2025-08-06T10:10:00,8,2,"sudden quarrel escalated, hit with blunt object, near liquor shop","The victim states that sudden quarrel escalated, hit with blunt object, near liquor shop. Reported at Bengaluru City.",UnderInvestigation,4,1,,Knife,demo-synthetic
FIR-2024-000705,Bengaluru City,Bengaluru East PS,Vehicle Theft,Property,3,12.848724,77.662273,876189262ffffff,886189262bfffff,896189262b3ffff,2025-08-20T23:48:00,2025-08-21T12:43:00,23,2,"steering lock broken, car taken from parking lot, near railway station","As per the FIR, steering lock broken, car taken from parking lot, near railway station. Reported at Bengaluru City.",UnderInvestigation,1,1,521200.0,,demo-synthetic
FIR-2025-000706,Bengaluru City,Bengaluru East PS,Burglary,Property,3,12.965468,77.568701,8760145b5ffffff,8860145b5bfffff,8960145b5bbffff,2023-08-12T22:41:00,2023-08-13T02:59:00,22,5,"lock picked, jewellery taken, occupants away on travel","Investigation reveals that lock picked, jewellery taken, occupants away on travel. Reported at Bengaluru City.",Open,5,1,,,demo-synthetic
FIR-2026-000707,Bengaluru Rural,Bengaluru North PS,Online Financial Fraud,Cybercrime,4,13.192133,77.585436,876016954ffffff,8860169543fffff,8960169542bffff,2026-03-16T08:23:00,2026-03-19T09:18:00,8,0,"fake customer-care number, amount debited via UPI, victim contacted on WhatsApp","The victim states that fake customer-care number, amount debited via UPI, victim contacted on WhatsApp. Reported at Bengaluru Rural.",UnderInvestigation,1,3,682000.0,,demo-synthetic
FIR-2023-000708,Gadag,Gadag Lake PS,Murder,Violent,5,15.412326,75.670433,8760ac71cffffff,8860ac71c5fffff,8960ac71127ffff,2025-05-14T09:49:00,2025-05-14T16:16:00,9,2,"lured to isolated spot, stabbed multiple times, previous enmity","Investigation reveals that lured to isolated spot, stabbed multiple times, previous enmity. Reported at Gadag.",Closed,3,1,,Country-made pistol,demo-synthetic
FIR-2024-000709,Kolar,Kolar South PS,Cheating / Fraud,Economic,3,13.188125,78.151091,876189731ffffff,8861897319fffff,8961897318fffff,2025-06-09T00:19:00,2025-06-16T01:06:00,0,0,"fake investment scheme, cheque dishonoured, multiple victims targeted","Complainant reports that fake investment scheme, cheque dishonoured, multiple victims targeted. Reported at Kolar.",Open,1,5,415700.0,,demo-synthetic
FIR-2025-000710,Mysuru,Mysuru Town PS,Dacoity,Property,5,12.221724,76.628376,876015dabffffff,886015c36dfffff,896015c36dbffff,2026-05-06T15:41:00,2026-05-06T16:46:00,15,2,"family held hostage, locker looted, fled in waiting vehicle","Complainant reports that family held hostage, locker looted, fled in waiting vehicle. Reported at Mysuru.",ChargeSheeted,1,5,,Wooden stick,demo-synthetic
FIR-2026-000711,Uttara Kannada,Uttara Town PS,Burglary,Property,3,14.785393,74.744061,8760ad01effffff,8860ad01e9fffff,8960ad01e93ffff,2024-03-13T11:19:00,2024-03-14T00:03:00,11,2,"grille cut open, almirah emptied, guard dog poisoned","Investigation reveals that grille cut open, almirah emptied, guard dog poisoned. Reported at Uttara Kannada.",ChargeSheeted,4,1,91900.0,,demo-synthetic
FIR-2023-000712,Bengaluru City,Bengaluru Rural PS,Phishing / OTP Fraud,Cybercrime,3,12.98624,77.575662,8760145b0ffffff,8860145b09fffff,8960145b087ffff,2024-05-21T09:24:00,2024-05-24T09:52:00,9,1,"SIM swap executed, wallet balance transferred, social engineering used","The victim states that SIM swap executed, wallet balance transferred, social engineering used. Reported at Bengaluru City.",ChargeSheeted,1,1,238400.0,,demo-synthetic
FIR-2024-000713,Bengaluru City,Bengaluru North PS,Chain Snatching,Property,3,12.961606,77.577393,87618925bffffff,8860145b59fffff,89618925b67ffff,2026-02-27T08:15:00,2026-02-28T09:04:00,8,4,"approached from behind, necklace grabbed, victim walking alone","Investigation reveals that approached from behind, necklace grabbed, victim walking alone. Reported at Bengaluru City.",UnderInvestigation,1,1,105800.0,,demo-synthetic
FIR-2025-000714,Bengaluru City,Bengaluru Rural PS,Robbery,Property,4,12.911653,77.673063,876189273ffffff,8861892737fffff,8961892737bffff,2026-01-03T01:43:00,2026-01-03T08:25:00,1,5,"threatened with weapon, valuables looted, victim assaulted","Investigation reveals that threatened with weapon, valuables looted, victim assaulted. Reported at Bengaluru City.",UnderInvestigation,1,1,232900.0,Knife,demo-synthetic
FIR-2026-000715,Bengaluru City,Bengaluru East PS,Online Financial Fraud,Cybercrime,2,12.939037,77.612597,876189258ffffff,886189258dfffff,896189258d3ffff,2026-04-19T01:18:00,2026-04-19T13:23:00,1,6,"fake KYC update message, OTP shared by victim, withdrawn from distant ATM","Investigation reveals that fake KYC update message, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",UnderInvestigation,1,1,84300.0,,demo-synthetic
FIR-2023-000716,Hubballi-Dharwad,Hubballi-Dharwad Nagar PS,Murder,Violent,5,15.295676,75.123695,8760a8940ffffff,8860a89455fffff,8960a89454bffff,2025-10-24T23:11:00,2025-10-25T05:53:00,23,4,"lured to isolated spot, stabbed multiple times, previous enmity","As per the FIR, lured to isolated spot, stabbed multiple times, previous enmity. Reported at Hubballi-Dharwad.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2024-000717,Belagavi,Belagavi Rural PS,Molestation,Crime Against Women,1,15.878894,74.477473,8760a82e2ffffff,8860a82e2dfffff,8960a82e2cfffff,2024-07-11T06:19:00,2024-07-13T06:19:00,6,3,"followed victim, blocked path, repeat offender","Investigation reveals that followed victim, blocked path, repeat offender. Reported at Belagavi.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2025-000718,Yadgir,Yadgir City PS,Cheating / Fraud,Economic,4,16.745128,77.150276,8760a356bffffff,8860a356b9fffff,8960a356b93ffff,2023-09-07T05:14:00,2023-09-07T17:39:00,5,3,"posed as bank official, deposits collected and absconded, shell company used","Complainant reports that posed as bank official, deposits collected and absconded, shell company used. Reported at Yadgir.",Closed,1,1,744800.0,,demo-synthetic
FIR-2026-000719,Bengaluru Rural,Bengaluru City PS,Phishing / OTP Fraud,Cybercrime,3,13.217373,77.572303,876016953ffffff,886016953dfffff,896016953dbffff,2023-06-16T10:29:00,2023-06-16T17:18:00,10,4,"OTP obtained on pretext of reward, card not present transaction, multiple small debits","Complainant reports that OTP obtained on pretext of reward, card not present transaction, multiple small debits. Reported at Bengaluru Rural.",Closed,1,1,137200.0,,demo-synthetic
FIR-2023-000720,Yadgir,Yadgir Nagar PS,Vehicle Theft,Property,3,16.790238,77.178351,8760a3541ffffff,8860a35415fffff,8960a354153ffff,2025-10-02T14:40:00,2025-10-03T15:01:00,14,3,"ignition hot-wired, two-wheeler driven away, from apartment basement","Investigation reveals that ignition hot-wired, two-wheeler driven away, from apartment basement. Reported at Yadgir.",ChargeSheeted,1,4,,,demo-synthetic
FIR-2024-000721,Bengaluru City,Bengaluru North PS,Burglary,Property,3,12.985413,77.750954,876189218ffffff,8861892189fffff,89618921887ffff,2025-11-09T20:07:00,2025-11-11T20:18:00,20,6,"lock picked, cash and gold stolen, occupants away on travel","As per the FIR, lock picked, cash and gold stolen, occupants away on travel. Reported at Bengaluru City.",UnderInvestigation,1,1,377700.0,,demo-synthetic
FIR-2025-000722,Bengaluru City,Bengaluru Town PS,Phishing / OTP Fraud,Cybercrime,4,12.977871,77.554105,8760145b1ffffff,8860145b19fffff,8960145b187ffff,2024-07-02T07:45:00,2024-07-07T07:49:00,7,1,"OTP obtained on pretext of reward, wallet balance transferred, social engineering used","On the date of incident, OTP obtained on pretext of reward, wallet balance transferred, social engineering used. Reported at Bengaluru City.",Closed,1,4,,,demo-synthetic
FIR-2026-000723,Chitradurga,Chitradurga Lake PS,House Theft,Property,4,14.260448,76.413258,876012a92ffffff,886012a923fffff,896012a9237ffff,2026-04-25T04:47:00,2026-04-25T05:48:00,4,5,"door latch lifted, mobile phones lifted, daytime when house empty","The victim states that door latch lifted, mobile phones lifted, daytime when house empty. Reported at Chitradurga.",UnderInvestigation,2,2,355000.0,,demo-synthetic
FIR-2023-000724,Chitradurga,Chitradurga West PS,Missing Person,Missing,2,14.215519,76.398255,876012a82ffffff,886012a825fffff,896012a8257ffff,2024-12-30T20:08:00,2025-01-02T20:32:00,20,0,"left home without informing, whereabouts unknown, search underway","Investigation reveals that left home without informing, whereabouts unknown, search underway. Reported at Chitradurga.",Open,1,6,,,demo-synthetic
FIR-2024-000725,Bengaluru City,Bengaluru Nagar PS,Vehicle Theft,Property,4,12.985765,77.548122,8760145b1ffffff,8860145b13fffff,8960145b107ffff,2024-06-02T20:31:00,2024-06-03T00:37:00,20,6,"duplicate key used, vehicle parts stripped, number plate swapped","On the date of incident, duplicate key used, vehicle parts stripped, number plate swapped. Reported at Bengaluru City.",UnderInvestigation,1,5,326200.0,,demo-synthetic
FIR-2025-000726,Dakshina Kannada,Dakshina East PS,Vehicle Theft,Property,3,12.870875,75.256183,876011074ffffff,8860110743fffff,89601107433ffff,2023-11-14T03:35:00,2023-11-14T05:37:00,3,1,"master key used, vehicle parts stripped, outside shopping mall","The victim states that master key used, vehicle parts stripped, outside shopping mall. Reported at Dakshina Kannada.",Closed,1,1,435000.0,,demo-synthetic
FIR-2026-000727,Bengaluru City,Bengaluru Rural PS,Online Financial Fraud,Cybercrime,4,12.935878,77.654445,876189250ffffff,886189250bfffff,896189250afffff,2024-10-23T18:41:00,2024-10-24T19:24:00,18,2,"UPI collect request, OTP shared by victim, money routed through mule accounts","Investigation reveals that UPI collect request, OTP shared by victim, money routed through mule accounts. Reported at Bengaluru City.",Closed,1,6,388500.0,,demo-synthetic
FIR-2023-000728,Bengaluru City,Bengaluru North PS,Molestation,Crime Against Women,1,12.969544,77.575343,8760145b5ffffff,8860145b5dfffff,8960145b5c7ffff,2025-07-14T20:41:00,2025-07-15T01:07:00,20,0,"accosted on road, inappropriate touching, repeat offender","Complainant reports that accosted on road, inappropriate touching, repeat offender. Reported at Bengaluru City.",Open,1,1,,,demo-synthetic
FIR-2024-000729,Bengaluru City,Bengaluru Rural PS,Online Financial Fraud,Cybercrime,2,12.916799,77.626704,876189242ffffff,88618925c9fffff,89618925c93ffff,2024-01-29T06:09:00,2024-02-05T07:03:00,6,0,"fake KYC update message, amount debited via UPI, spoofed bank SMS","On the date of incident, fake KYC update message, amount debited via UPI, spoofed bank SMS. Reported at Bengaluru City.",UnderInvestigation,1,2,260200.0,,demo-synthetic
FIR-2025-000730,Bengaluru City,Bengaluru North PS,Phishing / OTP Fraud,Cybercrime,3,12.978343,77.608445,8761892e9ffffff,8861892e9bfffff,8961892e9a3ffff,2024-09-25T10:45:00,2024-09-26T11:35:00,10,2,"fake lottery message, card not present transaction, caller spoofed bank IVR","As per the FIR, fake lottery message, card not present transaction, caller spoofed bank IVR. Reported at Bengaluru City.",UnderInvestigation,1,2,171700.0,,demo-synthetic
FIR-2026-000731,Bengaluru City,Bengaluru Industrial Area PS,Cheating / Fraud,Economic,2,13.00947,77.613764,8761892ebffffff,8861892eb1fffff,8961892eb0fffff,2023-12-02T23:11:00,2023-12-03T06:09:00,23,5,"forged documents used, amount transferred to mule account, multiple victims targeted","Investigation reveals that forged documents used, amount transferred to mule account, multiple victims targeted. Reported at Bengaluru City.",Closed,1,5,1927200.0,,demo-synthetic
FIR-2023-000732,Dakshina Kannada,Dakshina Industrial Area PS,Vehicle Theft,Property,2,12.827441,75.229091,876011064ffffff,8860110647fffff,89601106463ffff,2024-06-08T13:37:00,2024-06-08T15:47:00,13,5,"ignition hot-wired, vehicle parts stripped, from apartment basement","Investigation reveals that ignition hot-wired, vehicle parts stripped, from apartment basement. Reported at Dakshina Kannada.",Open,1,1,351000.0,,demo-synthetic
FIR-2024-000733,Bengaluru City,Bengaluru Lake PS,Chain Snatching,Property,3,12.957753,77.577807,87618925bffffff,88618925b3fffff,89618925b2bffff,2026-02-18T17:34:00,2026-02-18T19:18:00,17,2,"approached from behind, gold chain snatched, morning walk hours","As per the FIR, approached from behind, gold chain snatched, morning walk hours. Reported at Bengaluru City.",Open,1,1,126000.0,,demo-synthetic
FIR-2025-000734,Bidar,Bidar Market PS,Robbery,Property,4,17.895346,77.52625,87608452bffffff,88608452b9fffff,89608452b8bffff,2024-10-05T00:59:00,2024-10-05T02:45:00,0,5,"threatened with weapon, cash and phone taken, late night near ATM","On the date of incident, threatened with weapon, cash and phone taken, late night near ATM. Reported at Bidar.",Closed,1,1,316700.0,Country-made pistol,demo-synthetic
FIR-2026-000735,Mandya,Mandya Rural PS,House Theft,Property,2,12.502894,76.834637,87601431dffffff,88601431ddfffff,89601431dc7ffff,2026-03-29T22:04:00,2026-03-29T23:32:00,22,6,"door latch lifted, mobile phones lifted, no forced entry","Complainant reports that door latch lifted, mobile phones lifted, no forced entry. Reported at Mandya.",Open,2,4,,,demo-synthetic
