fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIRNEW-2026-990223,Chamarajanagar,Chamarajanagar City PS,House Theft,Property,3,11.928408,76.910803,876033795ffffff,8860337951fffff,8960337951bffff,2026-06-09T23:50:00,2026-06-10T02:05:00,23,1,"door latch lifted, cash from drawer taken, domestic help suspected","Complainant reports that door latch lifted, cash from drawer taken, domestic help suspected. Reported at Chamarajanagar.",Open,2,1,491800.0,,demo-synthetic
FIRNEW-2023-990224,Belagavi,Belagavi Industrial Area PS,Drug Possession (NDPS),Narcotics,3,15.801094,74.544928,8760a8200ffffff,8860a82003fffff,8960a820037ffff,2026-06-13T21:01:00,2026-06-14T01:36:00,21,5,"tip-off acted upon, MDMA pills recovered, supplied near college","As per the FIR, tip-off acted upon, MDMA pills recovered, supplied near college. Reported at Belagavi.",Open,1,1,,,demo-synthetic
FIRNEW-2024-990225,Mysuru,Bengaluru Market PS,Online Financial Fraud,Cybercrime,3,12.309295,76.646023,876015d99ffffff,886015d99dfffff,896015d99dbffff,2026-06-10T11:29:00,2026-06-13T12:25:00,11,2,"fake customer-care number, card details captured, withdrawn from distant ATM","As per the FIR, fake customer-care number, card details captured, withdrawn from distant ATM. Reported at Bengaluru City.",Open,1,1,261500.0,,demo-synthetic
FIRNEW-2025-990226,Yadgir,Yadgir Nagar PS,Drug Possession (NDPS),Narcotics,4,16.761002,77.119046,8760a354dffffff,8860a30b2dfffff,8960a354da7ffff,2026-06-02T08:19:00,2026-06-02T17:04:00,8,1,"intercepted at checkpost, MDMA pills recovered, weighing scale recovered","On the date of incident, intercepted at checkpost, MDMA pills recovered, weighing scale recovered. Reported at Yadgir.",Open,2,1,,,demo-synthetic
FIRNEW-2026-990227,Shivamogga,Shivamogga Market PS,Missing Person,Missing,2,13.913061,75.548497,876013150ffffff,8860131509fffff,89601315097ffff,2026-06-12T21:33:00,2026-06-14T22:22:00,21,4,"did not return from college, phone unreachable, possible elopement","Complainant reports that did not return from college, phone unreachable, possible elopement. Reported at Shivamogga.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990228,Bengaluru City,Mysuru West PS,Domestic Violence,Crime Against Women,3,12.998162,77.697462,8761892e0ffffff,8861892e05fffff,8961892e053ffff,2026-06-07T08:08:00,2026-06-07T16:37:00,8,6,"frequent quarrels, thrown out of house, complaint to women's helpline","The victim states that frequent quarrels, thrown out of house, complaint to women's helpline. Reported at Mysuru.",Open,2,1,,,demo-synthetic
FIRNEW-2024-990229,Chamarajanagar,Chamarajanagar Town PS,Phishing / OTP Fraud,Cybercrime,4,11.930012,76.918328,876033795ffffff,886033795dfffff,896033795dbffff,2026-06-11T16:22:00,2026-06-12T05:18:00,16,3,"fake lottery message, bank account drained, social engineering used","The victim states that fake lottery message, bank account drained, social engineering used. Reported at Chamarajanagar.",Open,3,5,262000.0,,demo-synthetic
FIRNEW-2025-990230,Bengaluru City,Bengaluru Nagar PS,Online Financial Fraud,Cybercrime,3,12.967046,77.667469,876189252ffffff,8861892521fffff,8961892520bffff,2026-06-13T17:40:00,2026-06-16T17:51:00,17,5,"fake customer-care number, amount debited via UPI, spoofed bank SMS","The victim states that fake customer-care number, amount debited via UPI, spoofed bank SMS. Reported at Bengaluru City.",Open,1,1,163000.0,,demo-synthetic
FIRNEW-2026-990231,Mysuru,Belagavi Nagar PS,Chain Snatching,Property,4,12.297135,76.651819,876015d9dffffff,886015d9d1fffff,896015d9d0bffff,2026-06-13T08:27:00,2026-06-15T08:34:00,8,5,"two riders on motorcycle, necklace grabbed, morning walk hours","Investigation reveals that two riders on motorcycle, necklace grabbed, morning walk hours. Reported at Belagavi.",Open,1,1,75500.0,,demo-synthetic
FIRNEW-2023-990232,Mangaluru,Mangaluru Town PS,Dowry Harassment,Crime Against Women,3,12.913576,74.843151,876011272ffffff,8860112727fffff,89601127267ffff,2026-06-09T10:19:00,2026-06-09T12:29:00,10,1,"demand for additional dowry, mental and physical harassment, mediation failed","Investigation reveals that demand for additional dowry, mental and physical harassment, mediation failed. Reported at Mangaluru.",Open,1,1,,,demo-synthetic
FIRNEW-2024-990233,Kalaburagi,Kalaburagi Market PS,Kidnapping,Violent,4,17.278631,76.869916,876084a42ffffff,886084a427fffff,896084a4267ffff,2026-06-06T13:22:00,2026-06-07T02:19:00,13,5,"forcibly taken, ransom demanded, known to family","On the date of incident, forcibly taken, ransom demanded, known to family. Reported at Kalaburagi.",Open,4,6,,,demo-synthetic
FIRNEW-2025-990234,Bengaluru City,Chitradurga North PS,Robbery,Property,4,12.986918,77.693953,8761892e0ffffff,8861892e09fffff,8961892e08fffff,2026-06-05T12:12:00,2026-06-05T14:52:00,12,4,"knife brandished, cash and phone taken, late night near ATM","The victim states that knife brandished, cash and phone taken, late night near ATM. Reported at Chitradurga.",Open,1,1,,Sickle,demo-synthetic
FIRNEW-2026-990235,Ballari,Ballari East PS,Burglary,Property,3,15.131411,76.887176,8760a1856ffffff,8860a1856bfffff,8960a1856abffff,2026-06-05T21:32:00,2026-06-06T21:42:00,21,4,"ventilator forced, cash and gold stolen, night-time entry","Complainant reports that ventilator forced, cash and gold stolen, night-time entry. Reported at Ballari.",Open,1,2,497400.0,,demo-synthetic
FIRNEW-2023-990236,Mysuru,Mysuru City PS,Burglary,Property,2,12.240192,76.608816,876015c32ffffff,886015c32dfffff,896015c32cbffff,2026-06-10T08:10:00,2026-06-11T08:49:00,8,2,"grille cut open, cash and gold stolen, CCTV wires cut","Complainant reports that grille cut open, cash and gold stolen, CCTV wires cut. Reported at Mysuru.",Open,1,1,211800.0,,demo-synthetic
FIRNEW-2024-990237,Mysuru,Chikkaballapura Cantonment PS,Cheating / Fraud,Economic,2,12.310736,76.646619,876015d98ffffff,886015d99dfffff,896015d99dbffff,2026-06-12T19:21:00,2026-06-19T20:16:00,19,4,"posed as bank official, cheque dishonoured, multiple victims targeted","The victim states that posed as bank official, cheque dishonoured, multiple victims targeted. Reported at Chikkaballapura.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990238,Haveri,Haveri Lake PS,Dowry Harassment,Crime Against Women,3,14.778152,75.406487,8760acaedffffff,8860acaed1fffff,8960acaed1bffff,2026-06-01T08:02:00,2026-06-02T08:51:00,8,0,"pressure for cash and gold, denied food, mediation failed","On the date of incident, pressure for cash and gold, denied food, mediation failed. Reported at Haveri.",Open,2,4,,,demo-synthetic
FIRNEW-2026-990239,Yadgir,Yadgir North PS,Molestation,Crime Against Women,2,16.775552,77.099238,8760a3094ffffff,8860a3094dfffff,8960a3094c3ffff,2026-06-10T17:41:00,2026-06-10T20:30:00,17,2,"followed victim, verbal abuse, workplace incident","Investigation reveals that followed victim, verbal abuse, workplace incident. Reported at Yadgir.",Open,2,1,,,demo-synthetic
FIRNEW-2023-990240,Bengaluru City,Bengaluru Cantonment PS,Online Financial Fraud,Cybercrime,4,12.987329,77.694201,8761892e0ffffff,8861892e09fffff,8961892e08fffff,2026-06-10T13:39:00,2026-06-15T14:13:00,13,2,"fake KYC update message, OTP shared by victim, money routed through mule accounts","On the date of incident, fake KYC update message, OTP shared by victim, money routed through mule accounts. Reported at Bengaluru City.",Open,2,1,267100.0,,demo-synthetic
FIRNEW-2024-990241,Mysuru,Mysuru Lake PS,Burglary,Property,4,12.289018,76.636334,876015d8affffff,886015d8adfffff,896015d8acfffff,2026-06-05T00:30:00,2026-06-05T03:21:00,0,4,"back door pried open, electronics removed, occupants away on travel","Investigation reveals that back door pried open, electronics removed, occupants away on travel. Reported at Mysuru.",Open,1,3,171500.0,,demo-synthetic
FIRNEW-2025-990242,Bengaluru City,Bengaluru Nagar PS,Burglary,Property,3,12.977176,77.593495,8760145b4ffffff,8860145b41fffff,8960145b413ffff,2026-06-13T00:29:00,2026-06-13T02:13:00,0,5,"lock picked, almirah emptied, occupants away on travel","Complainant reports that lock picked, almirah emptied, occupants away on travel. Reported at Bengaluru City.",Open,1,3,,,demo-synthetic
FIRNEW-2026-990243,Mysuru,Mandya Market PS,Vehicle Theft,Property,2,12.302754,76.65301,876015d9dffffff,886015d9d5fffff,896015d9d47ffff,2026-06-01T02:30:00,2026-06-01T04:50:00,2,0,"steering lock broken, car taken from parking lot, outside shopping mall","Investigation reveals that steering lock broken, car taken from parking lot, outside shopping mall. Reported at Mandya.",Open,1,1,89300.0,,demo-synthetic
FIRNEW-2023-990244,Bengaluru Rural,Bengaluru Rural PS,Drug Possession (NDPS),Narcotics,2,13.2572,77.602541,876016820ffffff,8860168203fffff,8960168203bffff,2026-06-12T16:46:00,2026-06-14T17:08:00,16,4,"tip-off acted upon, contraband in vehicle, supplied near college","The victim states that tip-off acted upon, contraband in vehicle, supplied near college. Reported at Bengaluru Rural.",Open,1,1,,,demo-synthetic
FIRNEW-2024-990245,Bagalkote,Bagalkote Rural PS,Drug Possession (NDPS),Narcotics,4,16.196203,75.628865,8760ae230ffffff,8860ae2305fffff,8960ae23057ffff,2026-06-07T10:48:00,2026-06-07T15:20:00,10,6,"intercepted at checkpost, contraband in vehicle, peddler network","Complainant reports that intercepted at checkpost, contraband in vehicle, peddler network. Reported at Bagalkote.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990246,Bengaluru City,Mysuru Lake PS,Assault,Violent,3,12.995023,77.702503,8761892e0ffffff,8861892e0dfffff,8961892e0dbffff,2026-06-09T23:29:00,2026-06-10T01:35:00,23,1,"sudden quarrel escalated, stabbed during scuffle, alcohol involved","As per the FIR, sudden quarrel escalated, stabbed during scuffle, alcohol involved. Reported at Mysuru.",Open,2,1,,Iron rod,demo-synthetic
FIRNEW-2026-990247,Chamarajanagar,Chamarajanagar East PS,Domestic Violence,Crime Against Women,3,11.982734,76.968917,876014b64ffffff,8860334ca7fffff,8960334ca6fffff,2026-06-01T15:24:00,2026-06-03T16:03:00,15,0,"frequent quarrels, thrown out of house, dowry-related","Complainant reports that frequent quarrels, thrown out of house, dowry-related. Reported at Chamarajanagar.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990248,Chikkaballapura,Chikkaballapura Town PS,Drug Possession (NDPS),Narcotics,4,13.437837,77.738256,876016993ffffff,8860169937fffff,8960169936bffff,2026-06-07T13:55:00,2026-06-07T16:47:00,13,6,"intercepted at checkpost, ganja seized, weighing scale recovered","Complainant reports that intercepted at checkpost, ganja seized, weighing scale recovered. Reported at Chikkaballapura.",Open,1,1,,,demo-synthetic
FIRNEW-2024-990249,Mysuru,Tumakuru North PS,Attempt to Murder,Violent,4,12.307684,76.646148,876015d99ffffff,886015d99dfffff,896015d99d3ffff,2026-06-06T14:12:00,2026-06-07T02:41:00,14,5,"sudden assault, fired shot but missed, gang rivalry","Investigation reveals that sudden assault, fired shot but missed, gang rivalry. Reported at Tumakuru.",Open,1,6,,Iron rod,demo-synthetic
FIRNEW-2025-990250,Bagalkote,Bagalkote East PS,Chain Snatching,Property,3,16.094501,75.668739,8760ae303ffffff,8860ae3039fffff,8960ae30397ffff,2026-06-08T17:31:00,2026-06-08T18:36:00,17,0,"approached from behind, necklace grabbed, near market crowd","As per the FIR, approached from behind, necklace grabbed, near market crowd. Reported at Bagalkote.",Open,1,1,57800.0,,demo-synthetic
FIRNEW-2026-990251,Bengaluru City,Bengaluru Lake PS,Assault,Violent,2,12.986158,77.648973,8761892ecffffff,8861892ec7fffff,8961892ec7bffff,2026-06-07T23:13:00,2026-06-08T11:35:00,23,6,"sudden quarrel escalated, hit with blunt object, alcohol involved","As per the FIR, sudden quarrel escalated, hit with blunt object, alcohol involved. Reported at Bengaluru City.",Open,1,2,,Machete,demo-synthetic
FIRNEW-2023-990252,Bengaluru City,Belagavi East PS,Dowry Harassment,Crime Against Women,3,12.980761,77.699032,8761892e4ffffff,8861892e43fffff,8961892e42fffff,2026-06-01T07:18:00,2026-06-02T08:01:00,7,0,"pressure for cash and gold, mental and physical harassment, family approached police","Complainant reports that pressure for cash and gold, mental and physical harassment, family approached police. Reported at Belagavi.",Open,1,1,,,demo-synthetic
FIRNEW-2024-990253,Bengaluru City,Bengaluru Rural PS,Online Financial Fraud,Cybercrime,2,12.932387,77.62661,87618925cffffff,88618925c5fffff,89618925c53ffff,2026-06-08T09:34:00,2026-06-08T16:28:00,9,0,"fake KYC update message, amount debited via UPI, money routed through mule accounts","As per the FIR, fake KYC update message, amount debited via UPI, money routed through mule accounts. Reported at Bengaluru City.",Open,1,2,9700.0,,demo-synthetic
FIRNEW-2025-990254,Bengaluru City,Bengaluru West PS,Chain Snatching,Property,4,12.976754,77.58326,8760145b4ffffff,8860145b43fffff,8960145b433ffff,2026-06-02T19:08:00,2026-06-02T23:54:00,19,1,"approached from behind, mangalsutra pulled, victim walking alone","The victim states that approached from behind, mangalsutra pulled, victim walking alone. Reported at Bengaluru City.",Open,4,5,131000.0,,demo-synthetic
FIRNEW-2026-990255,Mysuru,Bengaluru Cantonment PS,Chain Snatching,Property,4,12.308755,76.652454,876015d98ffffff,886015d98bfffff,896015d98b3ffff,2026-06-06T19:23:00,2026-06-07T07:35:00,19,5,"approached from behind, gold chain snatched, morning walk hours","As per the FIR, approached from behind, gold chain snatched, morning walk hours. Reported at Bengaluru City.",Open,3,1,,,demo-synthetic
FIRNEW-2023-990256,Bengaluru City,Bengaluru City PS,Burglary,Property,3,12.962295,77.58608,87618925bffffff,88618925b5fffff,89618925b47ffff,2026-06-06T21:24:00,2026-06-07T09:52:00,21,5,"ventilator forced, jewellery taken, guard dog poisoned","As per the FIR, ventilator forced, jewellery taken, guard dog poisoned. Reported at Bengaluru City.",Open,2,1,,,demo-synthetic
FIRNEW-2024-990257,Hubballi-Dharwad,Hubballi-Dharwad Lake PS,Assault,Violent,4,15.31386,75.125054,8760a8940ffffff,8860a89405fffff,8960a894047ffff,2026-06-13T21:08:00,2026-06-13T22:33:00,21,5,"old enmity, hit with blunt object, group attack","As per the FIR, old enmity, hit with blunt object, group attack. Reported at Hubballi-Dharwad.",Open,1,1,,Country-made pistol,demo-synthetic
FIRNEW-2025-990258,Bengaluru City,Hubballi-Dharwad Cantonment PS,Drug Possession (NDPS),Narcotics,2,12.998876,77.695562,8761892e0ffffff,8861892e05fffff,8961892e057ffff,2026-06-06T16:35:00,2026-06-06T19:13:00,16,5,"caught in raid, ganja seized, supplied near college","The victim states that caught in raid, ganja seized, supplied near college. Reported at Hubballi-Dharwad.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990259,Bengaluru City,Bengaluru Cantonment PS,Phishing / OTP Fraud,Cybercrime,2,12.883929,77.564431,876189248ffffff,886189248bfffff,896189248afffff,2026-06-09T12:32:00,2026-06-09T18:34:00,12,1,"OTP obtained on pretext of reward, wallet balance transferred, multiple small debits","As per the FIR, OTP obtained on pretext of reward, wallet balance transferred, multiple small debits. Reported at Bengaluru City.",Open,1,4,203100.0,,demo-synthetic
FIRNEW-2023-990260,Bengaluru City,Bengaluru Market PS,Phishing / OTP Fraud,Cybercrime,3,12.928734,77.57516,876189259ffffff,886189259bfffff,896189259afffff,2026-06-01T04:45:00,2026-06-02T05:36:00,4,0,"SIM swap executed, bank account drained, caller spoofed bank IVR","The victim states that SIM swap executed, bank account drained, caller spoofed bank IVR. Reported at Bengaluru City.",Open,4,3,,,demo-synthetic
FIRNEW-2024-990261,Mysuru,Bengaluru Industrial Area PS,Online Financial Fraud,Cybercrime,3,12.313472,76.660513,876015d98ffffff,886015d989fffff,896015d988bffff,2026-06-08T16:29:00,2026-06-09T04:49:00,16,0,"fake customer-care number, card details captured, spoofed bank SMS","On the date of incident, fake customer-care number, card details captured, spoofed bank SMS. Reported at Bengaluru City.",Open,1,5,10800.0,,demo-synthetic
FIRNEW-2025-990262,Bengaluru Rural,Bengaluru North PS,Dowry Harassment,Crime Against Women,3,13.250064,77.565808,87601682cffffff,88601682c5fffff,89601682c4fffff,2026-06-10T16:10:00,2026-06-11T00:49:00,16,2,"pressure for cash and gold, mental and physical harassment, family approached police","The victim states that pressure for cash and gold, mental and physical harassment, family approached police. Reported at Bengaluru Rural.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990263,Vijayapura,Vijayapura Cantonment PS,Chain Snatching,Property,4,16.851211,75.718622,8760aad10ffffff,8860aad10bfffff,8960aad10b3ffff,2026-06-12T17:37:00,2026-06-12T22:09:00,17,4,"approached from behind, necklace grabbed, victim walking alone","Investigation reveals that approached from behind, necklace grabbed, victim walking alone. Reported at Vijayapura.",Open,1,1,128600.0,,demo-synthetic
FIRNEW-2023-990264,Bengaluru City,Bengaluru City PS,Online Financial Fraud,Cybercrime,3,12.990018,77.69462,8761892e0ffffff,8861892e01fffff,8961892e013ffff,2026-06-09T17:31:00,2026-06-16T17:32:00,17,1,"fake KYC update message, card details captured, victim contacted on WhatsApp","Complainant reports that fake KYC update message, card details captured, victim contacted on WhatsApp. Reported at Bengaluru City.",Open,1,1,288300.0,,demo-synthetic
FIRNEW-2024-990265,Bengaluru City,Bengaluru Industrial Area PS,Online Financial Fraud,Cybercrime,3,12.992393,77.597704,8760145b6ffffff,8860145b69fffff,8960145b687ffff,2026-06-06T10:43:00,2026-06-06T17:09:00,10,5,"phishing link sent, card details captured, withdrawn from distant ATM","Investigation reveals that phishing link sent, card details captured, withdrawn from distant ATM. Reported at Bengaluru City.",Open,1,1,612100.0,,demo-synthetic
